State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Madhya Pradesh,2019,4,Barwani,240538,460445027,22.7246439,75.8887036,Central Region
Madhya Pradesh,2019,4,Katni,479971,828805126.8,23.8323636,80.3920242,Central Region
Madhya Pradesh,2019,4,Dindori,188857,334782163.9,22.9460091,81.0751743,Central Region
Madhya Pradesh,2019,4,Shivpuri,582096,903883898.7,25.37524125,77.82811933,Central Region
Madhya Pradesh,2019,4,Gwalior,2509157,4050254391,26.2,78.2,Central Region
Madhya Pradesh,2019,4,Anuppur,369552,603613476.7,26.2,78.2,Central Region
Madhya Pradesh,2019,4,Agar Malwa,242128,488561343.4,26.2,78.2,Central Region
Madhya Pradesh,2019,4,Ashoknagar,229322,453295365.8,24.57719,77.73266519,Central Region
Madhya Pradesh,2019,4,Sagar,1218814,1853137602,21.5479393,79.5481447,Central Region
Madhya Pradesh,2019,4,Niwari,98546,182508349.7,25.5575031,78.1466102,Central Region
Madhya Pradesh,2019,4,Rewa,1160674,2078184265,23.1689247,80.03308114,Central Region
Madhya Pradesh,2019,4,Shajapur,550250,993408390.6,23.4207601,76.27436,Central Region
Madhya Pradesh,2019,4,Ujjain,1649254,2534823488,22.8633236,75.8543994,Central Region
Madhya Pradesh,2019,4,Bhind,499964,958481497.3,26.5658766,78.7826782,Central Region
Madhya Pradesh,2019,4,Tikamgarh,250671,459197353.1,24.7712387,78.835802,Central Region
Madhya Pradesh,2019,4,Seoni,553103,974187067.7,21.6843487,80.2715206,Central Region
Madhya Pradesh,2019,4,Harda,228444,412943463.4,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,4,Burhanpur,212469,366453162.8,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,4,Damoh,308020,566204811.2,21.8979776,80.7917082,Central Region
Madhya Pradesh,2019,4,Bhopal,18062429,24303685080,23.2301418,77.4179774,Central Region
Madhya Pradesh,2019,4,Jhabua,138527,272107291.7,22.6579114,75.8850109,Central Region
Madhya Pradesh,2019,4,Dhar,1194971,1868318601,22.7109387,75.8334557,Central Region
Madhya Pradesh,2019,4,Guna,603422,1133891529,24.646649,77.3079412,Central Region
Madhya Pradesh,2019,4,East Nimar,464888,731504467.3,21.75,76.583333,Central Region
Madhya Pradesh,2019,4,Chhindwara,1143151,1828645737,22.0509324,78.939744,Central Region
Madhya Pradesh,2019,4,Umaria,221931,385321545.5,23.5255015,80.8343366,Central Region
Madhya Pradesh,2019,4,Mandla,274439,442600272.2,22.5962197,80.3702688,Central Region
Madhya Pradesh,2019,4,Indore,15879423,23175261774,22.71113445,75.80768748,Central Region
Madhya Pradesh,2019,4,Shahdol,521170,904148565.5,23.3104023,81.3702978,Central Region
Madhya Pradesh,2019,4,Ratlam,846558,1520656347,22.71673845,75.88149166,Central Region
Madhya Pradesh,2019,4,Panna,221446,401424811.9,24.7172329,80.1873717,Central Region
Madhya Pradesh,2019,4,Chhatarpur,494307,883250819,24.9072406,79.5844054,Central Region
Madhya Pradesh,2020,1,Morena,677107,1487773913,26.4961372,77.9986659,Central Region
Madhya Pradesh,2020,1,Alirajpur,80878,139222795.2,22.3118775,74.3555894,Central Region
Madhya Pradesh,2020,1,Sehore,1747508,2672516077,23.1981078,77.0812948,Central Region
Madhya Pradesh,2020,1,Rajgarh,1003150,1931180321,25.3338446,77.5083732,Central Region
Madhya Pradesh,2020,1,Khargone,881158,1574505862,21.8318939,75.6286115,Central Region
Madhya Pradesh,2020,1,Satna,1054696,1784631427,24.5684403,80.8321439,Central Region
Madhya Pradesh,2020,1,Narsinghpur,688918,1184472226,22.9492648,79.1856846,Central Region
Madhya Pradesh,2020,1,Jabalpur,3486010,5963024021,23.22420115,79.98248902,Central Region
Madhya Pradesh,2020,1,Hoshangabad,828769,1373162855,22.7575717,77.7188006,Central Region
Madhya Pradesh,2020,1,Vidisha,924103,1432345730,23.5200947,77.8085902,Central Region
Madhya Pradesh,2020,1,Balaghat,906061,1537219793,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,1,Singrauli,1021478,1813855141,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,1,Betul,945162,1505930533,21.9034464,77.8983504,Central Region
Madhya Pradesh,2020,1,Sidhi,446051,920320721.1,22.7018563,75.86663525,Central Region
Madhya Pradesh,2020,1,Datia,268264,526142245.7,25.6406595,78.4559832,Central Region
Madhya Pradesh,2020,1,Dewas,1550696,2464387871,22.9622115,76.048227,Central Region
Madhya Pradesh,2020,1,Sheopur,184458,352706798.4,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,1,Neemuch,531047,886080840.6,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,1,Raisen,1032990,1549085424,23.3331473,77.7801239,Central Region
Madhya Pradesh,2020,1,Mandsaur,807793,1375833119,24.0697229,75.0727169,Central Region
Madhya Pradesh,2020,1,Barwani,325006,604870938,22.7246439,75.8887036,Central Region
Madhya Pradesh,2020,1,Katni,556365,943799882.4,23.8323636,80.3920242,Central Region
Madhya Pradesh,2020,1,Dindori,214866,396788718.2,22.9460091,81.0751743,Central Region
Madhya Pradesh,2020,1,Shivpuri,550319,1103063094,25.37524125,77.82811933,Central Region
Madhya Pradesh,2020,1,Gwalior,2793829,4742983279,26.2,78.2,Central Region
Madhya Pradesh,2020,1,Anuppur,418000,724569321.2,26.2,78.2,Central Region
Madhya Pradesh,2020,1,Agar Malwa,311735,625620488,26.2,78.2,Central Region
Madhya Pradesh,2020,1,Ashoknagar,277647,528607935.6,24.57719,77.73266519,Central Region
Madhya Pradesh,2020,1,Sagar,1331074,2082417000,21.5479393,79.5481447,Central Region
Madhya Pradesh,2020,1,Niwari,121988,217310730.5,25.5575031,78.1466102,Central Region
Madhya Pradesh,2020,1,Rewa,1358528,2622020904,23.1689247,80.03308114,Central Region
Madhya Pradesh,2020,1,Shajapur,669470,1213374764,23.4207601,76.27436,Central Region
Madhya Pradesh,2020,1,Ujjain,1956388,2984071095,22.8633236,75.8543994,Central Region
Madhya Pradesh,2020,1,Bhind,576145,1134766387,26.5658766,78.7826782,Central Region
Madhya Pradesh,2020,1,Tikamgarh,303500,526334043.8,24.7712387,78.835802,Central Region
Madhya Pradesh,2020,1,Seoni,673872,1242759290,21.6843487,80.2715206,Central Region
Madhya Pradesh,2020,1,Harda,286337,488993407.9,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,1,Burhanpur,290428,470435916.8,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,1,Damoh,356009,643762443.2,21.8979776,80.7917082,Central Region
Madhya Pradesh,2020,1,Bhopal,18872294,26955303214,23.2301418,77.4179774,Central Region
Madhya Pradesh,2020,1,Jhabua,185141,335602062.4,22.6579114,75.8850109,Central Region
Madhya Pradesh,2020,1,Dhar,1500274,2336164021,22.7109387,75.8334557,Central Region
Madhya Pradesh,2020,1,Guna,712143,1318350475,24.646649,77.3079412,Central Region
Madhya Pradesh,2020,1,East Nimar,631279,985252866,21.75,76.583333,Central Region
Madhya Pradesh,2020,1,Chhindwara,1550995,2660677488,22.0509324,78.939744,Central Region
Madhya Pradesh,2020,1,Umaria,253659,456166379.5,23.5255015,80.8343366,Central Region
Madhya Pradesh,2020,1,Mandla,346631,557993549.7,22.5962197,80.3702688,Central Region
Madhya Pradesh,2020,1,Indore,20249473,30491290764,22.71113445,75.80768748,Central Region
Madhya Pradesh,2020,1,Shahdol,761513,1534787164,23.3104023,81.3702978,Central Region
Madhya Pradesh,2020,1,Ratlam,1004214,1772832178,22.71673845,75.88149166,Central Region
Madhya Pradesh,2020,1,Panna,272659,502772844.4,24.7172329,80.1873717,Central Region
Madhya Pradesh,2020,1,Chhatarpur,588668,1059141076,24.9072406,79.5844054,Central Region
Madhya Pradesh,2020,2,Morena,979863,2004598752,26.4961372,77.9986659,Central Region
Madhya Pradesh,2020,2,Alirajpur,155614,263806138.9,22.3118775,74.3555894,Central Region
Madhya Pradesh,2020,2,Sehore,2007098,3502556848,23.1981078,77.0812948,Central Region
Madhya Pradesh,2020,2,Rajgarh,1370563,3068680022,25.3338446,77.5083732,Central Region
Madhya Pradesh,2020,2,Khargone,1304018,2348687631,21.8318939,75.6286115,Central Region
Madhya Pradesh,2020,2,Satna,1279303,2299659063,24.5684403,80.8321439,Central Region
Madhya Pradesh,2020,2,Narsinghpur,937615,1747257364,22.9492648,79.1856846,Central Region
Madhya Pradesh,2020,2,Jabalpur,2318052,4127023650,23.22420115,79.98248902,Central Region
Madhya Pradesh,2020,2,Hoshangabad,1066800,1911483432,22.7575717,77.7188006,Central Region
Madhya Pradesh,2020,2,Vidisha,1117516,2114809476,23.5200947,77.8085902,Central Region
Madhya Pradesh,2020,2,Balaghat,1264576,2249262810,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,2,Singrauli,1241316,2418071609,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,2,Betul,1295916,2035034813,21.9034464,77.8983504,Central Region
Madhya Pradesh,2020,2,Sidhi,594134,1251703559,22.7018563,75.86663525,Central Region
Madhya Pradesh,2020,2,Datia,371197,814911322.7,25.6406595,78.4559832,Central Region
Madhya Pradesh,2020,2,Dewas,1913320,3316587069,22.9622115,76.048227,Central Region
Madhya Pradesh,2020,2,Sheopur,287598,632810944.1,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,2,Neemuch,647097,1070993929,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,2,Raisen,1262637,2158327799,23.3331473,77.7801239,Central Region
Madhya Pradesh,2020,2,Mandsaur,988154,1894387004,24.0697229,75.0727169,Central Region
Madhya Pradesh,2020,2,Barwani,504022,917979409.5,22.7246439,75.8887036,Central Region
Madhya Pradesh,2020,2,Katni,697772,1227357563,23.8323636,80.3920242,Central Region
Madhya Pradesh,2020,2,Dindori,294665,642902838,22.9460091,81.0751743,Central Region
Madhya Pradesh,2020,2,Shivpuri,765616,1802939903,25.37524125,77.82811933,Central Region
Madhya Pradesh,2020,2,Gwalior,2624767,4775816369,26.2,78.2,Central Region
Madhya Pradesh,2020,2,Anuppur,528535,980195492.1,26.2,78.2,Central Region
Madhya Pradesh,2020,2,Agar Malwa,457894,1029333871,26.2,78.2,Central Region
Madhya Pradesh,2020,2,Ashoknagar,411999,915854462,24.57719,77.73266519,Central Region
Madhya Pradesh,2020,2,Sagar,1633278,2989078263,21.5479393,79.5481447,Central Region
Madhya Pradesh,2020,2,Niwari,163980,323550911.8,25.5575031,78.1466102,Central Region
Madhya Pradesh,2020,2,Rewa,1877915,3929625255,23.1689247,80.03308114,Central Region
Madhya Pradesh,2020,2,Shajapur,963692,2009109363,23.4207601,76.27436,Central Region
Madhya Pradesh,2020,2,Ujjain,2060273,3502234254,22.8633236,75.8543994,Central Region
Madhya Pradesh,2020,2,Bhind,860061,1567302614,26.5658766,78.7826782,Central Region
Madhya Pradesh,2020,2,Tikamgarh,433833,870779989,24.7712387,78.835802,Central Region
Madhya Pradesh,2020,2,Seoni,919072,1876111769,21.6843487,80.2715206,Central Region
Madhya Pradesh,2020,2,Harda,437409,923750328.3,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,2,Burhanpur,448472,721369190.6,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,2,Damoh,503111,957636734.1,21.8979776,80.7917082,Central Region
Madhya Pradesh,2020,2,Bhopal,14074026,27679446324,23.2301418,77.4179774,Central Region
Madhya Pradesh,2020,2,Jhabua,345216,610389566.4,22.6579114,75.8850109,Central Region
Madhya Pradesh,2020,2,Dhar,1792207,2906918484,22.7109387,75.8334557,Central Region
Madhya Pradesh,2020,2,Guna,900412,2035955768,24.646649,77.3079412,Central Region
Madhya Pradesh,2020,2,East Nimar,941821,1549743256,21.75,76.583333,Central Region
Madhya Pradesh,2020,2,Chhindwara,1950309,3543387313,22.0509324,78.939744,Central Region
Madhya Pradesh,2020,2,Umaria,340098,646825289.7,23.5255015,80.8343366,Central Region
Madhya Pradesh,2020,2,Mandla,480536,850370429.3,22.5962197,80.3702688,Central Region
Madhya Pradesh,2020,2,Indore,13320426,28685653052,22.71113445,75.80768748,Central Region
Madhya Pradesh,2020,2,Shahdol,791555,1542516881,23.3104023,81.3702978,Central Region
Madhya Pradesh,2020,2,Ratlam,1214400,2377066090,22.71673845,75.88149166,Central Region
Madhya Pradesh,2020,2,Panna,411969,812220357.4,24.7172329,80.1873717,Central Region
Madhya Pradesh,2020,2,Chhatarpur,788845,1487940664,24.9072406,79.5844054,Central Region
Madhya Pradesh,2020,3,Morena,1099715,2513158394,26.4961372,77.9986659,Central Region
Madhya Pradesh,2020,3,Alirajpur,161857,315733167.6,22.3118775,74.3555894,Central Region
Madhya Pradesh,2020,3,Sehore,2512141,4197137117,23.1981078,77.0812948,Central Region
Madhya Pradesh,2020,3,Rajgarh,1602252,3377561393,25.3338446,77.5083732,Central Region
Madhya Pradesh,2020,3,Khargone,1565121,3022308238,21.8318939,75.6286115,Central Region
Madhya Pradesh,2020,3,Satna,1679598,2978185557,24.5684403,80.8321439,Central Region
Madhya Pradesh,2020,3,Narsinghpur,1085273,1966793015,22.9492648,79.1856846,Central Region
Madhya Pradesh,2020,3,Jabalpur,3568035,6733555698,23.22420115,79.98248902,Central Region
Madhya Pradesh,2020,3,Hoshangabad,1307021,2338006892,22.7575717,77.7188006,Central Region
Madhya Pradesh,2020,3,Vidisha,1426125,2699925270,23.5200947,77.8085902,Central Region
Madhya Pradesh,2020,3,Balaghat,1530617,2772263233,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,3,Singrauli,1641125,3159908500,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,3,Betul,1615774,2736945398,21.9034464,77.8983504,Central Region
Madhya Pradesh,2020,3,Sidhi,746341,1582656776,22.7018563,75.86663525,Central Region
Madhya Pradesh,2020,3,Datia,436118,971355519.2,25.6406595,78.4559832,Central Region
Madhya Pradesh,2020,3,Dewas,2498225,4394184455,22.9622115,76.048227,Central Region
Madhya Pradesh,2020,3,Sheopur,310991,657392233.1,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,3,Neemuch,806043,1532695172,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,3,Raisen,1624365,2628295545,23.3331473,77.7801239,Central Region
Madhya Pradesh,2020,3,Mandsaur,1213750,2435251645,24.0697229,75.0727169,Central Region
Madhya Pradesh,2020,3,Barwani,615021,1216096421,22.7246439,75.8887036,Central Region
Madhya Pradesh,2020,3,Katni,902355,1601344230,23.8323636,80.3920242,Central Region
Madhya Pradesh,2020,3,Dindori,362774,759222383.9,22.9460091,81.0751743,Central Region
Madhya Pradesh,2020,3,Shivpuri,918103,2176411286,25.37524125,77.82811933,Central Region
Madhya Pradesh,2020,3,Gwalior,3978884,7817520356,26.2,78.2,Central Region
Madhya Pradesh,2020,3,Anuppur,664283,1208285677,26.2,78.2,Central Region
Madhya Pradesh,2020,3,Agar Malwa,488774,1136830442,26.2,78.2,Central Region
Madhya Pradesh,2020,3,Ashoknagar,482485,1045446573,24.57719,77.73266519,Central Region
Madhya Pradesh,2020,3,Sagar,2022389,3708622884,21.5479393,79.5481447,Central Region
Madhya Pradesh,2020,3,Niwari,193815,392982412.9,25.5575031,78.1466102,Central Region
Madhya Pradesh,2020,3,Rewa,2086383,3959365506,23.1689247,80.03308114,Central Region
Madhya Pradesh,2020,3,Shajapur,1095702,2192556606,23.4207601,76.27436,Central Region
Madhya Pradesh,2020,3,Ujjain,2921971,5297389627,22.8633236,75.8543994,Central Region
Madhya Pradesh,2020,3,Bhind,979454,2048190964,26.5658766,78.7826782,Central Region
Madhya Pradesh,2020,3,Tikamgarh,491496,959433739.9,24.7712387,78.835802,Central Region
Madhya Pradesh,2020,3,Seoni,1053694,2089162276,21.6843487,80.2715206,Central Region
Madhya Pradesh,2020,3,Harda,500606,931935805.4,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,3,Burhanpur,572555,1021350623,22.3406138,77.0934034,Central Region
Madhya Pradesh,2020,3,Damoh,570162,1143180967,21.8979776,80.7917082,Central Region
Madhya Pradesh,2020,3,Bhopal,29560361,57525605026,23.2301418,77.4179774,Central Region
Madhya Pradesh,2020,3,Jhabua,373102,726655152,22.6579114,75.8850109,Central Region
Madhya Pradesh,2020,3,Dhar,2527639,4260243323,22.7109387,75.8334557,Central Region
Madhya Pradesh,2020,3,Guna,1133377,2443104469,24.646649,77.3079412,Central Region
Madhya Pradesh,2020,3,East Nimar,1094471,1837941947,21.75,76.583333,Central Region
Madhya Pradesh,2020,3,Chhindwara,2113701,3726188141,22.0509324,78.939744,Central Region
Madhya Pradesh,2020,3,Umaria,421809,769775751.5,23.5255015,80.8343366,Central Region
Madhya Pradesh,2020,3,Mandla,574815,1031317389,22.5962197,80.3702688,Central Region
Madhya Pradesh,2020,3,Indore,17544816,31851463021,22.71113445,75.80768748,Central Region
Madhya Pradesh,2020,3,Shahdol,971434,1856954171,23.3104023,81.3702978,Central Region
Madhya Pradesh,2020,3,Ratlam,1510708,3061414645,22.71673845,75.88149166,Central Region
Madhya Pradesh,2020,3,Panna,475441,957142671.5,24.7172329,80.1873717,Central Region
Madhya Pradesh,2020,3,Chhatarpur,946814,1935232278,24.9072406,79.5844054,Central Region
Madhya Pradesh,2020,4,Morena,1558956,3953477371,26.4961372,77.9986659,Central Region
Madhya Pradesh,2020,4,Alirajpur,218291,424965978.9,22.3118775,74.3555894,Central Region
Madhya Pradesh,2020,4,Sehore,3633263,6071266571,23.1981078,77.0812948,Central Region
Madhya Pradesh,2020,4,Rajgarh,2246137,4772213369,25.3338446,77.5083732,Central Region
Madhya Pradesh,2020,4,Khargone,2316421,4494479656,21.8318939,75.6286115,Central Region
Madhya Pradesh,2020,4,Satna,2441893,4730850081,24.5684403,80.8321439,Central Region
Madhya Pradesh,2020,4,Narsinghpur,1564453,3012480790,22.9492648,79.1856846,Central Region
Madhya Pradesh,2020,4,Jabalpur,5245511,9769636688,23.22420115,79.98248902,Central Region
Madhya Pradesh,2020,4,Hoshangabad,2019683,3611030905,22.7575717,77.7188006,Central Region
Madhya Pradesh,2020,4,Vidisha,2048942,3935091665,23.5200947,77.8085902,Central Region
Madhya Pradesh,2020,4,Balaghat,2264084,4327237254,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,4,Singrauli,2307583,4532106287,21.8611181,80.32141873,Central Region
Madhya Pradesh,2020,4,Betul,2338983,4155886909,21.9034464,77.8983504,Central Region
Madhya Pradesh,2020,4,Sidhi,1056459,2364979331,22.7018563,75.86663525,Central Region
Madhya Pradesh,2020,4,Datia,610567,1444388557,25.6406595,78.4559832,Central Region
Madhya Pradesh,2020,4,Dewas,3659099,6453013619,22.9622115,76.048227,Central Region
Madhya Pradesh,2020,4,Sheopur,426813,952730306.3,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,4,Neemuch,1138127,2294476553,25.6760912,76.7120469,Central Region
Madhya Pradesh,2020,4,Raisen,2354383,3795545559,23.3331473,77.7801239,Central Region
Madhya Pradesh,2020,4,Mandsaur,1702849,3599293908,24.0697229,75.0727169,Central Region
Madhya Pradesh,2020,4,Barwani,942429,1900039063,22.7246439,75.8887036,Central Region
Madhya Pradesh,2020,4,Katni,1313363,2477741226,23.8323636,80.3920242,Central Region
Madhya Pradesh,2020,4,Dindori,507945,1044878188,22.9460091,81.0751743,Central Region
Madhya Pradesh,2020,4,Shivpuri,1338636,3314285091,25.37524125,77.82811933,Central Region
Madhya Pradesh,2020,4,Gwalior,6115831,12129267095,26.2,78.2,Central Region
Madhya Pradesh,2020,4,Anuppur,968828,1811583634,26.2,78.2,Central Region
Madhya Pradesh,2020,4,Agar Malwa,687422,1634982482,26.2,78.2,Central Region
Madhya Pradesh,2020,4,Ashoknagar,668278,1488084430,24.57719,77.73266519,Central Region
Madhya Pradesh,2020,4,Sagar,2882971,5341735254,21.5479393,79.5481447,Central Region
Madhya Pradesh,2020,4,Niwari,263987,587169247.9,25.5575031,78.1466102,Central Region
Madhya Pradesh,2020,4,Rewa,3045335,6440539078,23.1689247,80.03308114,Central Region
Madhya Pradesh,2020,4,Shajapur,1557727,3122785610,23.4207601,76.27436,Central Region
Madhya Pradesh,2020,4,Ujjain,4280284,7849328205,22.8633236,75.8543994,Central Region
Madhya Pradesh,2020,4,Bhind,1375781,3148511020,26.5658766,78.7826782,Central Region
