State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Tamil Nadu,2022,3,Cuddalore,4680299,8326894677,11.52020705,79.33963565,Southern Region
Tamil Nadu,2022,3,Kancheepuram,16476680,22598905114,12.87960515,79.70427615,Southern Region
Tamil Nadu,2022,3,Tiruppur,17847117,25599159009,10.79152665,77.53254663,Southern Region
Tamil Nadu,2022,3,Dharmapuri,6110827,12322253266,12.14561305,78.11322172,Southern Region
Tamil Nadu,2022,3,Thoothukkudi,3019557,5929644411,8.84570345,77.99381784,Southern Region
Tamil Nadu,2022,3,Thanjavur,3516046,7247067632,10.65903695,79.20142776,Southern Region
Tamil Nadu,2022,3,Madurai,18854500,34963057318,9.9369266,78.00782301,Southern Region
Tamil Nadu,2022,3,Tiruvannamalai,4546341,8676598240,12.22713775,79.07012882,Southern Region
Tamil Nadu,2022,3,Salem,31403065,50435972372,11.64696155,78.21069575,Southern Region
Tamil Nadu,2022,3,Nagapattinam,1844678,3606593437,10.60262025,79.7619348,Southern Region
Tamil Nadu,2022,3,Tirupathur,4286229,7637805183,12.4533064,78.55290857,Southern Region
Tamil Nadu,2022,3,Ariyalur,1057782,2096516778,11.1530559,79.25857974,Southern Region
Tamil Nadu,2022,3,Chennai,42908667,65344650468,13.05843605,80.23610503,Southern Region
Tamil Nadu,2022,3,The Nilgiris,2499125,4071937675,11.4454657,76.69864649,Southern Region
Tamil Nadu,2022,3,Erode,9576460,15897874507,11.49052815,77.3505274,Southern Region
Tamil Nadu,2022,3,Karur,2308386,4542659399,10.8217671,78.38286541,Southern Region
Tamil Nadu,2022,3,Kallakkurichi,3031305,5829974361,11.690524,78.98242157,Southern Region
Tamil Nadu,2022,3,Viluppuram,3531557,6179829273,12.11669665,79.59892355,Southern Region
Tamil Nadu,2022,3,Pudukkottai,2149117,4536703248,10.2903072,78.81736166,Southern Region
Tamil Nadu,2022,3,Perambalur,1062776,2063752416,11.2902641,78.9300404,Southern Region
Tamil Nadu,2022,3,Coimbatore,43610373,63815834930,10.81357895,77.07977769,Southern Region
Tamil Nadu,2022,3,Virudhunagar,3256212,6768626547,9.4926289,77.86316901,Southern Region
Tamil Nadu,2022,3,Dindigul,5468519,11010004404,10.42568965,77.815664,Southern Region
Tamil Nadu,2022,3,Sivaganga,2158718,4655481936,9.851231,78.53047155,Southern Region
Tamil Nadu,2022,3,Tenkasi,1743856,3976292694,9.09407535,77.4758369,Southern Region
Tamil Nadu,2022,3,Chengalpattu,78987490,1.0608E+11,12.636245,80.06535193,Southern Region
Tamil Nadu,2022,3,Kanniyakumari,3457993,7370866206,11.0600516,77.0679581,Southern Region
Tamil Nadu,2022,3,Tirunelveli,3362624,6665454589,8.5495014,77.58051776,Southern Region
Tamil Nadu,2022,3,Thiruvallur,25690184,40124901027,13.2533992,80.05462675,Southern Region
Tamil Nadu,2022,3,Theni,2726196,5802007462,9.86924895,77.42258419,Southern Region
Tamil Nadu,2022,3,Ranipet,3307025,6087756257,12.91862425,79.40819213,Southern Region
Tamil Nadu,2022,3,Namakkal,5427150,10398967390,11.30338895,78.11860402,Southern Region
Tamil Nadu,2022,3,Vellore,6719587,12004282971,12.9009299,79.06148442,Southern Region
Tamil Nadu,2022,3,Thiruvarur,1168622,2533305503,10.6878621,79.49794371,Southern Region
Tamil Nadu,2022,4,Tiruchirappalli,10348183,18674871634,10.85046075,78.72453299,Southern Region
Tamil Nadu,2022,4,Ramanathapuram,2536980,5131912119,9.5205576,78.51846345,Southern Region
Tamil Nadu,2022,4,Krishnagiri,16419186,27528800881,12.5150555,78.00762134,Southern Region
Tamil Nadu,2022,4,Cuddalore,5504268,9263849009,11.52020705,79.33963565,Southern Region
Tamil Nadu,2022,4,Kancheepuram,17540782,22979273761,12.87960515,79.70427615,Southern Region
Tamil Nadu,2022,4,Tiruppur,20078625,27993817373,10.79152665,77.53254663,Southern Region
Tamil Nadu,2022,4,Dharmapuri,6657535,13284210841,12.14561305,78.11322172,Southern Region
Tamil Nadu,2022,4,Thoothukkudi,3656395,6774717593,8.84570345,77.99381784,Southern Region
Tamil Nadu,2022,4,Thanjavur,4047728,7929388570,10.65903695,79.20142776,Southern Region
Tamil Nadu,2022,4,Madurai,21930141,39075713284,9.9369266,78.00782301,Southern Region
Tamil Nadu,2022,4,Tiruvannamalai,5236271,9545432274,12.22713775,79.07012882,Southern Region
Tamil Nadu,2022,4,Salem,33193962,52189264731,11.64696155,78.21069575,Southern Region
Tamil Nadu,2022,4,Nagapattinam,1958358,3688142193,10.60262025,79.7619348,Southern Region
Tamil Nadu,2022,4,Tirupathur,4764895,8186140455,12.4533064,78.55290857,Southern Region
Tamil Nadu,2022,4,Ariyalur,1245030,2323435387,11.1530559,79.25857974,Southern Region
Tamil Nadu,2022,4,Chennai,36087169,52708969518,13.05843605,80.23610503,Southern Region
Tamil Nadu,2022,4,The Nilgiris,2829489,4520156369,11.4454657,76.69864649,Southern Region
Tamil Nadu,2022,4,Erode,8133010,13727797355,11.49052815,77.3505274,Southern Region
Tamil Nadu,2022,4,Karur,2534064,4869161063,10.8217671,78.38286541,Southern Region
Tamil Nadu,2022,4,Kallakkurichi,3330128,6197053072,11.690524,78.98242157,Southern Region
Tamil Nadu,2022,4,Viluppuram,3886476,6442185711,12.11669665,79.59892355,Southern Region
Tamil Nadu,2022,4,Pudukkottai,2351358,4756557514,10.2903072,78.81736166,Southern Region
Tamil Nadu,2022,4,Perambalur,1139212,2139737160,11.2902641,78.9300404,Southern Region
Tamil Nadu,2022,4,Coimbatore,40259816,56926594390,10.81357895,77.07977769,Southern Region
Tamil Nadu,2022,4,Virudhunagar,3538938,7070008076,9.4926289,77.86316901,Southern Region
Tamil Nadu,2022,4,Dindigul,6357637,12201984710,10.42568965,77.815664,Southern Region
Tamil Nadu,2022,4,Sivaganga,2386560,4894047781,9.851231,78.53047155,Southern Region
Tamil Nadu,2022,4,Tenkasi,1883458,4139835705,9.09407535,77.4758369,Southern Region
Tamil Nadu,2022,4,Chengalpattu,109159290,1.4385E+11,12.636245,80.06535193,Southern Region
Tamil Nadu,2022,4,Kanniyakumari,3950782,8142588844,11.0600516,77.0679581,Southern Region
Tamil Nadu,2022,4,Tirunelveli,4027170,7605241924,8.5495014,77.58051776,Southern Region
Tamil Nadu,2022,4,Thiruvallur,27335584,41018657465,13.2533992,80.05462675,Southern Region
Tamil Nadu,2022,4,Theni,3444290,6887377073,9.86924895,77.42258419,Southern Region
Tamil Nadu,2022,4,Ranipet,3737957,6482440333,12.91862425,79.40819213,Southern Region
Tamil Nadu,2022,4,Namakkal,6710663,12192052207,11.30338895,78.11860402,Southern Region
Tamil Nadu,2022,4,Vellore,6821759,11677039040,12.9009299,79.06148442,Southern Region
Tamil Nadu,2022,4,Thiruvarur,1293487,2670800447,10.6878621,79.49794371,Southern Region
Telangana,2018,1,Narayanpet,38804,42264263.62,10.6878621,79.49794371,Southern Region
Telangana,2018,1,Nalgonda,204137,267825160.5,17.0557615,79.2779955,Southern Region
Telangana,2018,1,Jangaon,80758,81262680.17,17.0557615,79.2779955,Southern Region
Telangana,2018,1,Bhadradri Kothagudem,129015,235828536.9,17.0557615,79.2779955,Southern Region
Telangana,2018,1,Warangal Rural,104385,79204912.7,17.0557615,79.2779955,Southern Region
Telangana,2018,1,Kumuram Bheem Asifabad,26226,29592040.67,17.0557615,79.2779955,Southern Region
Telangana,2018,1,Nizamabad,140986,174181538.1,18.6687404,78.0989938,Southern Region
Telangana,2018,1,Adilabad,35960,51488627.32,19.1040149,78.340105,Southern Region
Telangana,2018,1,Rajanna Sircilla,68682,96136732.17,19.1040149,78.340105,Southern Region
Telangana,2018,1,Nagarkurnool,83679,157664183.9,19.1040149,78.340105,Southern Region
Telangana,2018,1,Peddapalle,169274,199610181.2,19.1040149,78.340105,Southern Region
Telangana,2018,1,Nirmal,63804,86249120.43,19.1040149,78.340105,Southern Region
Telangana,2018,1,Mahabubabad,73810,81345319.08,19.1040149,78.340105,Southern Region
Telangana,2018,1,Sangareddy,291510,399236233.2,19.1040149,78.340105,Southern Region
Telangana,2018,1,Wanaparthy,53432,93331113.39,16.3637095,78.0647251,Southern Region
Telangana,2018,1,Vikarabad,70973,97615071.48,16.3637095,78.0647251,Southern Region
Telangana,2018,1,Jagtial,93840,119523180.7,16.3637095,78.0647251,Southern Region
Telangana,2018,1,Yadadri Bhuvanagiri,119620,154266151.7,16.3637095,78.0647251,Southern Region
Telangana,2018,1,Medak,74192,89096759.17,16.3637095,78.0647251,Southern Region
Telangana,2018,1,Mahbubnagar,96136,141574548.6,16.5,78.25,Southern Region
Telangana,2018,1,Jaya Shankar Bhalupally,53916,76221067.12,16.5,78.25,Southern Region
Telangana,2018,1,Warangal Urban,349165,421074107,16.5,78.25,Southern Region
Telangana,2018,1,Rangareddy,1459174,2677304926,16.5,78.25,Southern Region
Telangana,2018,1,Hyderabad,2545507,4287223790,16.5,78.25,Southern Region
Telangana,2018,1,Suryapet,122502,149966933.7,16.5,78.25,Southern Region
Telangana,2018,1,Jogulamba Gadwal,50179,62386167.4,16.5,78.25,Southern Region
Telangana,2018,1,Kamareddy,84914,101353627,16.5,78.25,Southern Region
Telangana,2018,1,Mulugu,26582,42538489.48,16.5,78.25,Southern Region
Telangana,2018,1,Medchal Malkajgiri,1131530,1912837341,16.5,78.25,Southern Region
Telangana,2018,1,Karimnagar,224324,271526470.1,18.4424788,79.13072656,Southern Region
Telangana,2018,1,Mancherial,127357,184652405.4,18.4424788,79.13072656,Southern Region
Telangana,2018,1,Siddipet,144429,197965018,18.03098145,78.87839646,Southern Region
Telangana,2018,1,Khammam,183964,245857422.2,17.250782,80.1524,Southern Region
Telangana,2018,2,Narayanpet,47939,89720060.39,10.6878621,79.49794371,Southern Region
Telangana,2018,2,Nalgonda,246677,552006649.1,17.0557615,79.2779955,Southern Region
Telangana,2018,2,Jangaon,88566,159864210.6,17.0557615,79.2779955,Southern Region
Telangana,2018,2,Bhadradri Kothagudem,189793,504562629.3,17.0557615,79.2779955,Southern Region
Telangana,2018,2,Warangal Rural,118577,164179709.5,17.0557615,79.2779955,Southern Region
Telangana,2018,2,Kumuram Bheem Asifabad,46393,71492908.15,17.0557615,79.2779955,Southern Region
Telangana,2018,2,Nizamabad,176790,441558654.6,18.6687404,78.0989938,Southern Region
Telangana,2018,2,Adilabad,54205,111298713.6,19.1040149,78.340105,Southern Region
Telangana,2018,2,Rajanna Sircilla,82594,177087238.6,19.1040149,78.340105,Southern Region
Telangana,2018,2,Nagarkurnool,113222,295093168.4,19.1040149,78.340105,Southern Region
Telangana,2018,2,Peddapalle,214900,413454435.3,19.1040149,78.340105,Southern Region
Telangana,2018,2,Nirmal,74066,173547534.1,19.1040149,78.340105,Southern Region
Telangana,2018,2,Mahabubabad,91024,179040419.1,19.1040149,78.340105,Southern Region
Telangana,2018,2,Sangareddy,370126,717109835.7,19.1040149,78.340105,Southern Region
Telangana,2018,2,Wanaparthy,75180,187147837.6,16.3637095,78.0647251,Southern Region
Telangana,2018,2,Vikarabad,93946,183439927.2,16.3637095,78.0647251,Southern Region
Telangana,2018,2,Jagtial,109063,246501745.5,16.3637095,78.0647251,Southern Region
Telangana,2018,2,Yadadri Bhuvanagiri,144108,291976845,16.3637095,78.0647251,Southern Region
Telangana,2018,2,Medak,91916,177030599.6,16.3637095,78.0647251,Southern Region
Telangana,2018,2,Mahbubnagar,133679,282509191.6,16.5,78.25,Southern Region
Telangana,2018,2,Jaya Shankar Bhalupally,75108,185124228.2,16.5,78.25,Southern Region
Telangana,2018,2,Warangal Urban,385360,729207663.3,16.5,78.25,Southern Region
Telangana,2018,2,Rangareddy,1939856,4360690898,16.5,78.25,Southern Region
Telangana,2018,2,Hyderabad,3156805,6628159911,16.5,78.25,Southern Region
Telangana,2018,2,Suryapet,151331,348270594.8,16.5,78.25,Southern Region
Telangana,2018,2,Jogulamba Gadwal,64504,121956513.7,16.5,78.25,Southern Region
Telangana,2018,2,Kamareddy,106971,220088004.1,16.5,78.25,Southern Region
Telangana,2018,2,Mulugu,34133,79124501.44,16.5,78.25,Southern Region
Telangana,2018,2,Medchal Malkajgiri,1459884,3122661501,16.5,78.25,Southern Region
Telangana,2018,2,Karimnagar,253264,526580356.2,18.4424788,79.13072656,Southern Region
Telangana,2018,2,Mancherial,158011,358913706.5,18.4424788,79.13072656,Southern Region
Telangana,2018,2,Siddipet,177205,385342488.4,18.03098145,78.87839646,Southern Region
Telangana,2018,2,Khammam,239474,532458838.4,17.250782,80.1524,Southern Region
Telangana,2018,3,Narayanpet,64340,118885419.6,10.6878621,79.49794371,Southern Region
Telangana,2018,3,Nalgonda,336447,645159574.9,17.0557615,79.2779955,Southern Region
Telangana,2018,3,Jangaon,146075,200582619.2,17.0557615,79.2779955,Southern Region
Telangana,2018,3,Bhadradri Kothagudem,269836,597006763.5,17.0557615,79.2779955,Southern Region
Telangana,2018,3,Warangal Rural,252723,231352138.6,17.0557615,79.2779955,Southern Region
Telangana,2018,3,Kumuram Bheem Asifabad,65966,96999114.93,17.0557615,79.2779955,Southern Region
Telangana,2018,3,Nizamabad,236227,500986414.2,18.6687404,78.0989938,Southern Region
Telangana,2018,3,Adilabad,82446,147924241.6,19.1040149,78.340105,Southern Region
Telangana,2018,3,Rajanna Sircilla,139296,252835234.8,19.1040149,78.340105,Southern Region
Telangana,2018,3,Nagarkurnool,145768,329169979.6,19.1040149,78.340105,Southern Region
Telangana,2018,3,Peddapalle,334825,548785775.8,19.1040149,78.340105,Southern Region
Telangana,2018,3,Nirmal,594160,443226269.9,19.1040149,78.340105,Southern Region
Telangana,2018,3,Mahabubabad,121114,192701061.5,19.1040149,78.340105,Southern Region
Telangana,2018,3,Sangareddy,545979,1010420935,19.1040149,78.340105,Southern Region
Telangana,2018,3,Wanaparthy,100020,216332721.7,16.3637095,78.0647251,Southern Region
Telangana,2018,3,Vikarabad,129624,235307091.6,16.3637095,78.0647251,Southern Region
Telangana,2018,3,Jagtial,178792,297447637.6,16.3637095,78.0647251,Southern Region
Telangana,2018,3,Yadadri Bhuvanagiri,229027,405998913.4,16.3637095,78.0647251,Southern Region
Telangana,2018,3,Medak,121635,210873693.2,16.3637095,78.0647251,Southern Region
Telangana,2018,3,Mahbubnagar,192249,366312876.9,16.5,78.25,Southern Region
Telangana,2018,3,Jaya Shankar Bhalupally,105682,230411969.5,16.5,78.25,Southern Region
Telangana,2018,3,Warangal Urban,952314,1158736730,16.5,78.25,Southern Region
Telangana,2018,3,Rangareddy,3664948,6264254849,16.5,78.25,Southern Region
Telangana,2018,3,Hyderabad,5786941,9503554478,16.5,78.25,Southern Region
Telangana,2018,3,Suryapet,192967,383135272.9,16.5,78.25,Southern Region
Telangana,2018,3,Jogulamba Gadwal,84122,156030687.6,16.5,78.25,Southern Region
Telangana,2018,3,Kamareddy,143897,253015072,16.5,78.25,Southern Region
Telangana,2018,3,Mulugu,47313,93679044.1,16.5,78.25,Southern Region
Telangana,2018,3,Medchal Malkajgiri,2684484,4630531107,16.5,78.25,Southern Region
Telangana,2018,3,Karimnagar,567417,773038295.6,18.4424788,79.13072656,Southern Region
Telangana,2018,3,Mancherial,256904,445471278.9,18.4424788,79.13072656,Southern Region
Telangana,2018,3,Siddipet,259391,478439233.5,18.03098145,78.87839646,Southern Region
Telangana,2018,3,Khammam,299774,611486713.6,17.250782,80.1524,Southern Region
Telangana,2018,4,Narayanpet,100907,202257814.5,10.6878621,79.49794371,Southern Region
Telangana,2018,4,Nalgonda,520637,1111613193,17.0557615,79.2779955,Southern Region
Telangana,2018,4,Jangaon,222293,346124039,17.0557615,79.2779955,Southern Region
Telangana,2018,4,Bhadradri Kothagudem,362410,918355288.6,17.0557615,79.2779955,Southern Region
Telangana,2018,4,Warangal Rural,262203,336634711.5,17.0557615,79.2779955,Southern Region
Telangana,2018,4,Kumuram Bheem Asifabad,97325,160813736.6,17.0557615,79.2779955,Southern Region
Telangana,2018,4,Nizamabad,370417,926234374.7,18.6687404,78.0989938,Southern Region
Telangana,2018,4,Adilabad,118804,247273348,19.1040149,78.340105,Southern Region
Telangana,2018,4,Rajanna Sircilla,185776,395621217.1,19.1040149,78.340105,Southern Region
Telangana,2018,4,Nagarkurnool,222915,573964533.5,19.1040149,78.340105,Southern Region
Telangana,2018,4,Peddapalle,390467,777939864.6,19.1040149,78.340105,Southern Region
Telangana,2018,4,Nirmal,202583,388513382.9,19.1040149,78.340105,Southern Region
Telangana,2018,4,Mahabubabad,200557,341056970.8,19.1040149,78.340105,Southern Region
Telangana,2018,4,Sangareddy,868099,1617023610,19.1040149,78.340105,Southern Region
Telangana,2018,4,Wanaparthy,140124,317042568.6,16.3637095,78.0647251,Southern Region
Telangana,2018,4,Vikarabad,193959,380435826.3,16.3637095,78.0647251,Southern Region
Telangana,2018,4,Jagtial,257697,472342175.4,16.3637095,78.0647251,Southern Region
Telangana,2018,4,Yadadri Bhuvanagiri,323192,679809155.6,16.3637095,78.0647251,Southern Region
Telangana,2018,4,Medak,210913,383629859.5,16.3637095,78.0647251,Southern Region
Telangana,2018,4,Mahbubnagar,269148,570068792.9,16.5,78.25,Southern Region
Telangana,2018,4,Jaya Shankar Bhalupally,158929,360390222.9,16.5,78.25,Southern Region
Telangana,2018,4,Warangal Urban,917418,1553820916,16.5,78.25,Southern Region
Telangana,2018,4,Rangareddy,5803319,9396311751,16.5,78.25,Southern Region
Telangana,2018,4,Hyderabad,9360515,14727846732,16.5,78.25,Southern Region
Telangana,2018,4,Suryapet,311173,651181371.5,16.5,78.25,Southern Region
Telangana,2018,4,Jogulamba Gadwal,137597,248514480.2,16.5,78.25,Southern Region
Telangana,2018,4,Kamareddy,239765,478682155,16.5,78.25,Southern Region
Telangana,2018,4,Mulugu,64094,148653956.4,16.5,78.25,Southern Region
Telangana,2018,4,Medchal Malkajgiri,4598129,7288821271,16.5,78.25,Southern Region
Telangana,2018,4,Karimnagar,597642,1058366452,18.4424788,79.13072656,Southern Region
Telangana,2018,4,Mancherial,335091,666703141,18.4424788,79.13072656,Southern Region
Telangana,2018,4,Siddipet,414378,824913162.4,18.03098145,78.87839646,Southern Region
Telangana,2018,4,Khammam,462678,958128373.8,17.250782,80.1524,Southern Region
Telangana,2019,1,Narayanpet,174965,309771672.1,10.6878621,79.49794371,Southern Region
Telangana,2019,1,Nalgonda,995740,1769178907,17.0557615,79.2779955,Southern Region
Telangana,2019,1,Jangaon,459535,666835161.5,17.0557615,79.2779955,Southern Region
Telangana,2019,1,Bhadradri Kothagudem,584648,1347048006,17.0557615,79.2779955,Southern Region
Telangana,2019,1,Warangal Rural,543456,652015911.9,17.0557615,79.2779955,Southern Region
Telangana,2019,1,Kumuram Bheem Asifabad,162055,267180135.1,17.0557615,79.2779955,Southern Region
Telangana,2019,1,Nizamabad,705541,1347187035,18.6687404,78.0989938,Southern Region
Telangana,2019,1,Adilabad,202558,363233268.9,19.1040149,78.340105,Southern Region
Telangana,2019,1,Rajanna Sircilla,336361,591748359,19.1040149,78.340105,Southern Region
Telangana,2019,1,Nagarkurnool,394508,919667216.3,19.1040149,78.340105,Southern Region
Telangana,2019,1,Peddapalle,670381,1232197525,19.1040149,78.340105,Southern Region
Telangana,2019,1,Nirmal,316131,513648129.5,19.1040149,78.340105,Southern Region
Telangana,2019,1,Mahabubabad,367401,589964630.4,19.1040149,78.340105,Southern Region
Telangana,2019,1,Sangareddy,1782207,2801488635,19.1040149,78.340105,Southern Region
Telangana,2019,1,Wanaparthy,256316,539178838,16.3637095,78.0647251,Southern Region
Telangana,2019,1,Vikarabad,339769,628307802.9,16.3637095,78.0647251,Southern Region
Telangana,2019,1,Jagtial,458055,774232192.3,16.3637095,78.0647251,Southern Region
Telangana,2019,1,Yadadri Bhuvanagiri,650221,1153306717,16.3637095,78.0647251,Southern Region
Telangana,2019,1,Medak,424439,604006323.8,16.3637095,78.0647251,Southern Region
Telangana,2019,1,Mahbubnagar,505837,949702543.7,16.5,78.25,Southern Region
Telangana,2019,1,Jaya Shankar Bhalupally,271387,602186464.6,16.5,78.25,Southern Region
Telangana,2019,1,Warangal Urban,1953906,2836690648,16.5,78.25,Southern Region
Telangana,2019,1,Rangareddy,12952050,17677048558,16.5,78.25,Southern Region
Telangana,2019,1,Hyderabad,24838664,34892156029,16.5,78.25,Southern Region
Telangana,2019,1,Suryapet,570175,1022801623,16.5,78.25,Southern Region
Telangana,2019,1,Jogulamba Gadwal,261453,415838239.1,16.5,78.25,Southern Region
Telangana,2019,1,Kamareddy,494329,728765333.4,16.5,78.25,Southern Region
Telangana,2019,1,Mulugu,117826,286242139.7,16.5,78.25,Southern Region
Telangana,2019,1,Medchal Malkajgiri,10127087,13392043971,16.5,78.25,Southern Region
Telangana,2019,1,Karimnagar,1088155,1693944274,18.4424788,79.13072656,Southern Region
Telangana,2019,1,Mancherial,589535,1094451064,18.4424788,79.13072656,Southern Region
Telangana,2019,1,Siddipet,841516,1380114924,18.03098145,78.87839646,Southern Region
Telangana,2019,1,Khammam,854495,1481079756,17.250782,80.1524,Southern Region
Telangana,2019,2,Narayanpet,178965,419237051.8,10.6878621,79.49794371,Southern Region
Telangana,2019,2,Nalgonda,982589,2323581177,17.0557615,79.2779955,Southern Region
Telangana,2019,2,Jangaon,451178,880333999.4,17.0557615,79.2779955,Southern Region
Telangana,2019,2,Bhadradri Kothagudem,658827,1800936282,17.0557615,79.2779955,Southern Region
Telangana,2019,2,Warangal Rural,525201,894990099.4,17.0557615,79.2779955,Southern Region
Telangana,2019,2,Kumuram Bheem Asifabad,146390,319016878.8,17.0557615,79.2779955,Southern Region
Telangana,2019,2,Nizamabad,782289,1812827883,18.6687404,78.0989938,Southern Region
Telangana,2019,2,Adilabad,187419,451538835.9,19.1040149,78.340105,Southern Region
Telangana,2019,2,Rajanna Sircilla,311530,702215438.9,19.1040149,78.340105,Southern Region
Telangana,2019,2,Nagarkurnool,427374,1115389468,19.1040149,78.340105,Southern Region
Telangana,2019,2,Peddapalle,657490,1566326736,19.1040149,78.340105,Southern Region
Telangana,2019,2,Nirmal,237118,604053955.7,19.1040149,78.340105,Southern Region
Telangana,2019,2,Mahabubabad,398457,820743447.2,19.1040149,78.340105,Southern Region
Telangana,2019,2,Sangareddy,1920044,3684548499,19.1040149,78.340105,Southern Region
Telangana,2019,2,Wanaparthy,270228,701368465.8,16.3637095,78.0647251,Southern Region
Telangana,2019,2,Vikarabad,349574,741826384.7,16.3637095,78.0647251,Southern Region
Telangana,2019,2,Jagtial,424736,1013323553,16.3637095,78.0647251,Southern Region
Telangana,2019,2,Yadadri Bhuvanagiri,698908,1571831638,16.3637095,78.0647251,Southern Region
Telangana,2019,2,Medak,415222,805791072.5,16.3637095,78.0647251,Southern Region
Telangana,2019,2,Mahbubnagar,550333,1270311794,16.5,78.25,Southern Region
Telangana,2019,2,Jaya Shankar Bhalupally,290519,779327294.8,16.5,78.25,Southern Region
Telangana,2019,2,Warangal Urban,2185190,3832142348,16.5,78.25,Southern Region
Telangana,2019,2,Rangareddy,16348519,25359412038,16.5,78.25,Southern Region
Telangana,2019,2,Hyderabad,43511186,73949377453,16.5,78.25,Southern Region
Telangana,2019,2,Suryapet,565731,1389837609,16.5,78.25,Southern Region
Telangana,2019,2,Jogulamba Gadwal,250255,525141870.7,16.5,78.25,Southern Region
Telangana,2019,2,Kamareddy,454684,967447713.2,16.5,78.25,Southern Region
Telangana,2019,2,Mulugu,129404,357195912.5,16.5,78.25,Southern Region
Telangana,2019,2,Medchal Malkajgiri,11891107,17462610963,16.5,78.25,Southern Region
Telangana,2019,2,Karimnagar,1090639,2218679007,18.4424788,79.13072656,Southern Region
Telangana,2019,2,Mancherial,571186,1433729477,18.4424788,79.13072656,Southern Region
Telangana,2019,2,Siddipet,821209,1837834819,18.03098145,78.87839646,Southern Region
Telangana,2019,2,Khammam,926878,2063514016,17.250782,80.1524,Southern Region
Telangana,2019,3,Narayanpet,247799,507773417.5,10.6878621,79.49794371,Southern Region
Telangana,2019,3,Nalgonda,1306394,2779870436,17.0557615,79.2779955,Southern Region
Telangana,2019,3,Jangaon,617113,1100060362,17.0557615,79.2779955,Southern Region
Telangana,2019,3,Bhadradri Kothagudem,950852,2217033880,17.0557615,79.2779955,Southern Region
Telangana,2019,3,Warangal Rural,777266,1188972513,17.0557615,79.2779955,Southern Region
Telangana,2019,3,Kumuram Bheem Asifabad,201674,415529444.8,17.0557615,79.2779955,Southern Region
Telangana,2019,3,Nizamabad,1143733,2214953317,18.6687404,78.0989938,Southern Region
Telangana,2019,3,Adilabad,253240,520200887.3,19.1040149,78.340105,Southern Region
Telangana,2019,3,Rajanna Sircilla,431892,866012869.2,19.1040149,78.340105,Southern Region
Telangana,2019,3,Nagarkurnool,637843,1468968268,19.1040149,78.340105,Southern Region
Telangana,2019,3,Peddapalle,894357,1872281816,19.1040149,78.340105,Southern Region
Telangana,2019,3,Nirmal,396272,729433727.9,19.1040149,78.340105,Southern Region
Telangana,2019,3,Mahabubabad,571751,1039765449,19.1040149,78.340105,Southern Region
Telangana,2019,3,Sangareddy,2699670,4722370405,19.1040149,78.340105,Southern Region
Telangana,2019,3,Wanaparthy,346164,815418253.3,16.3637095,78.0647251,Southern Region
Telangana,2019,3,Vikarabad,481649,915569514.4,16.3637095,78.0647251,Southern Region
Telangana,2019,3,Jagtial,575677,1234356051,16.3637095,78.0647251,Southern Region
Telangana,2019,3,Yadadri Bhuvanagiri,930865,1868628041,16.3637095,78.0647251,Southern Region
Telangana,2019,3,Medak,533338,962334534.9,16.3637095,78.0647251,Southern Region
Telangana,2019,3,Mahbubnagar,783236,1631760143,16.5,78.25,Southern Region
Telangana,2019,3,Jaya Shankar Bhalupally,430844,982616709.7,16.5,78.25,Southern Region
Telangana,2019,3,Warangal Urban,3280635,5206094338,16.5,78.25,Southern Region
Telangana,2019,3,Rangareddy,23655175,33663962263,16.5,78.25,Southern Region
Telangana,2019,3,Hyderabad,55159072,96365182751,16.5,78.25,Southern Region
Telangana,2019,3,Suryapet,716286,1573223461,16.5,78.25,Southern Region
Telangana,2019,3,Jogulamba Gadwal,372312,743159787.5,16.5,78.25,Southern Region
Telangana,2019,3,Kamareddy,617048,1130608368,16.5,78.25,Southern Region
Telangana,2019,3,Mulugu,184715,444083132.2,16.5,78.25,Southern Region
Telangana,2019,3,Medchal Malkajgiri,17492750,23256556346,16.5,78.25,Southern Region
Telangana,2019,3,Karimnagar,1604219,2911171015,18.4424788,79.13072656,Southern Region
Telangana,2019,3,Mancherial,772975,1753500369,18.4424788,79.13072656,Southern Region
Telangana,2019,3,Siddipet,1075629,2226176149,18.03098145,78.87839646,Southern Region
Telangana,2019,3,Khammam,1352931,2602393109,17.250782,80.1524,Southern Region
Telangana,2019,4,Narayanpet,348020,781969185.8,10.6878621,79.49794371,Southern Region
Telangana,2019,4,Nalgonda,1934313,4432868129,17.0557615,79.2779955,Southern Region
Telangana,2019,4,Jangaon,899519,1768140547,17.0557615,79.2779955,Southern Region
Telangana,2019,4,Bhadradri Kothagudem,1404330,3333736228,17.0557615,79.2779955,Southern Region
Telangana,2019,4,Warangal Rural,1122699,1916370720,17.0557615,79.2779955,Southern Region
Telangana,2019,4,Kumuram Bheem Asifabad,315212,636251308.4,17.0557615,79.2779955,Southern Region
Telangana,2019,4,Nizamabad,1638281,3627249339,18.6687404,78.0989938,Southern Region
Telangana,2019,4,Adilabad,395004,791642341.6,19.1040149,78.340105,Southern Region
Telangana,2019,4,Rajanna Sircilla,600689,1301541779,19.1040149,78.340105,Southern Region
Telangana,2019,4,Nagarkurnool,933585,2233923658,19.1040149,78.340105,Southern Region
Telangana,2019,4,Peddapalle,1360978,2960713412,19.1040149,78.340105,Southern Region
